pclass,sex_male,sex_female,age,sibsp,parch,fare,embarked_C,embarked_S,embarked_Q,embarked_
3.0,1.0,0.0,36.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1.0,1.0,0.0,62.0,0.0,0.0,26.55,0.0,1.0,0.0,0.0
2.0,0.0,1.0,22.0,0.0,0.0,21.0,0.0,1.0,0.0,0.0
2.0,1.0,0.0,66.0,0.0,0.0,10.5,0.0,1.0,0.0,0.0
3.0,1.0,0.0,21.0,0.0,0.0,16.1,0.0,1.0,0.0,0.0
2.0,1.0,0.0,47.0,0.0,0.0,15.0,0.0,1.0,0.0,0.0
1.0,0.0,1.0,48.0,1.0,0.0,39.6,1.0,0.0,0.0,0.0
2.0,0.0,1.0,13.0,0.0,1.0,19.5,0.0,1.0,0.0,0.0
3.0,0.0,1.0,2.0,0.0,1.0,10.4625,0.0,1.0,0.0,0.0
3.0,1.0,0.0,44.0,0.0,1.0,16.1,0.0,1.0,0.0,0.0
3.0,0.0,1.0,4.0,1.0,1.0,16.7,0.0,1.0,0.0,0.0
3.0,1.0,0.0,27.635016753713792,0.0,0.0,7.25,0.0,1.0,0.0,0.0
3.0,1.0,0.0,23.0,0.0,0.0,7.7958,0.0,1.0,0.0,0.0
3.0,1.0,0.0,22.090262294447204,1.0,1.0,15.2458,1.0,0.0,0.0,0.0
3.0,1.0,0.0,16.0,0.0,0.0,7.775,0.0,1.0,0.0,0.0
3.0,1.0,0.0,-0.397277622196718,8.0,2.0,69.55,0.0,1.0,0.0,0.0
3.0,0.0,1.0,23.0,0.0,0.0,7.55,0.0,1.0,0.0,0.0
3.0,1.0,0.0,34.0,0.0,0.0,6.4958,0.0,1.0,0.0,0.0
3.0,1.0,0.0,5.0,4.0,2.0,31.3875,0.0,1.0,0.0,0.0
3.0,1.0,0.0,27.0,0.0,0.0,7.8958,0.0,1.0,0.0,0.0
3.0,1.0,0.0,20.0,0.0,0.0,7.925,0.0,1.0,0.0,0.0
1.0,0.0,1.0,56.0,0.0,1.0,83.1583,1.0,0.0,0.0,0.0
3.0,0.0,1.0,21.22825962252572,1.0,0.0,16.1,0.0,1.0,0.0,0.0
2.0,1.0,0.0,30.0,1.0,0.0,24.0,1.0,0.0,0.0,0.0
2.0,1.0,0.0,62.0,0.0,0.0,9.6875,0.0,0.0,1.0,0.0
3.0,1.0,0.0,21.0,0.0,0.0,7.225,1.0,0.0,0.0,0.0
2.0,1.0,0.0,40.0,0.0,0.0,16.0,0.0,1.0,0.0,0.0
2.0,0.0,1.0,24.0,1.0,0.0,26.0,0.0,1.0,0.0,0.0
3.0,0.0,1.0,19.431985104977493,1.0,0.0,14.4542,1.0,0.0,0.0,0.0
3.0,0.0,1.0,1.0,0.0,2.0,15.7417,1.0,0.0,0.0,0.0
3.0,1.0,0.0,27.64091310175496,0.0,0.0,8.05,0.0,1.0,0.0,0.0
3.0,1.0,0.0,25.0,0.0,0.0,7.05,0.0,1.0,0.0,0.0
1.0,1.0,0.0,36.0,0.0,0.0,26.2875,0.0,1.0,0.0,0.0
2.0,1.0,0.0,17.0,0.0,0.0,73.5,0.0,1.0,0.0,0.0
3.0,1.0,0.0,25.861651759436022,0.0,0.0,8.7125,1.0,0.0,0.0,0.0
2.0,0.0,1.0,27.0,1.0,0.0,13.8583,1.0,0.0,0.0,0.0
1.0,0.0,1.0,23.0,1.0,0.0,113.275,1.0,0.0,0.0,0.0
1.0,1.0,0.0,55.0,1.0,0.0,59.4,1.0,0.0,0.0,0.0
3.0,0.0,1.0,0.75,2.0,1.0,19.2583,1.0,0.0,0.0,0.0
3.0,1.0,0.0,20.0,0.0,0.0,7.925,0.0,1.0,0.0,0.0
1.0,1.0,0.0,38.0,0.0,1.0,153.4625,0.0,1.0,0.0,0.0
3.0,1.0,0.0,27.997979724171113,0.0,0.0,56.4958,0.0,1.0,0.0,0.0
2.0,1.0,0.0,33.14871701252639,0.0,0.0,13.8625,1.0,0.0,0.0,0.0
3.0,1.0,0.0,28.0,0.0,0.0,7.25,0.0,1.0,0.0,0.0
3.0,0.0,1.0,37.0,0.0,0.0,7.75,0.0,0.0,1.0,0.0
2.0,0.0,1.0,36.0,0.0,0.0,13.0,0.0,1.0,0.0,0.0
1.0,0.0,1.0,31.0,0.0,0.0,134.5,1.0,0.0,0.0,0.0
2.0,1.0,0.0,33.0,0.0,0.0,12.275,0.0,1.0,0.0,0.0
1.0,0.0,1.0,45.0,1.0,1.0,164.8667,0.0,1.0,0.0,0.0
3.0,0.0,1.0,39.0,0.0,5.0,29.125,0.0,0.0,1.0,0.0
3.0,1.0,0.0,21.521492999952443,1.0,9.0,69.55,0.0,1.0,0.0,0.0
3.0,1.0,0.0,30.23236864662961,0.0,0.0,7.75,0.0,0.0,1.0,0.0
3.0,0.0,1.0,26.0,0.0,2.0,13.775,0.0,1.0,0.0,0.0
3.0,1.0,0.0,20.0,0.0,0.0,9.5,0.0,1.0,0.0,0.0
2.0,1.0,0.0,30.0,0.0,0.0,13.0,0.0,1.0,0.0,0.0
3.0,1.0,0.0,30.0,1.0,0.0,16.1,0.0,1.0,0.0,0.0
3.0,1.0,0.0,26.0,0.0,0.0,8.05,0.0,1.0,0.0,0.0
